id,name,instructions,description,ingredients,cuisine,warmth,tags,prep_time,cook_time,total_time,image_url,ingredient_names
35,Zdrowe południowo-zachodnie płatki owsiane,"1. Bring 1 1/2 c. woda do wrzenia; dodaj owies. doprowadź do wrzenia i gotuj przez około 10 minut, aż mieszanina zacznie zawierać więcej owsa niż wody.
2. Dodaj szalotkę i chili w proszku i gotuj, aż nadmiar płynu zniknie.
3. Dodaj białka, ciągle mieszając, i gotuj, aż białka będą nieprzezroczyste i wymieszane. Przełóż je do miski, dodaj sól i ser cheddar i zaczynaj dzień!","Zdrowa południowo-zachodnia owsianka to <b>bezglutenowy i lakto ovo-wegetariański przepis</b> na 1 porcję. Jedna porcja zawiera <b>440 kalorii</b>, <b>26 g białka</b> i <b>23 g tłuszczu</b>. Za <b>1,37 USD za porcję</b> ten przepis <b>pokrywa 23%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. 3 osoby przygotowały ten przepis i zrobią go jeszcze raz. Najlepiej sprawdza się jako śniadanie, a jego przygotowanie zajmuje około <b>15 minut</b>. Jeśli masz chili w proszku, białka jaj, sól i kilka innych składników","[{""name"": ""chili w proszku"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""białka jaj"", ""unit"": """", ""amount"": 2}, {""name"": ""staromodny owies"", ""unit"": ""g"", ""amount"": 40.541}, {""name"": ""ser cheddar"", ""unit"": ""łyżki"", ""amount"": 4}, {""name"": ""sól"", ""unit"": ""porcja"", ""amount"": 1}, {""name"": ""szalotki"", ""unit"": """", ""amount"": 2}]",Międzynarodowa,True,"[""gluten free"",""morning meal"",""lacto ovo vegetarian"",""brunch"",""breakfast""]",,,15,https://img.spoonacular.com/recipes/646515-312x231.jpg,"['szalotki', 'chili w proszku', 'staromodny owies', 'białka jaj', 'sól', 'ser cheddar']"
36,Zupa ze szparagami i groszkiem: prawdziwa wygoda,"1. Posiekaj czosnek i cebulę.
2. Podsmaż cebulę w EVOO, po kilku minutach dodaj czosnek; smażyć, aż cebula będzie przezroczysta.
3. Dodajemy cały worek szparagów i zalewamy bulionem. Dopraw solą i pieprzem oraz szczyptą płatków czerwonej papryki, jeśli używasz. Gotuj, aż szparagi staną się jasnozielone i miękkie (jeśli szparagi zostały rozmrożone, zajmie to tylko kilka minut). Wyłącz ogień i zmiksuj blenderem zanurzeniowym.
4. Dodać groszek (ciepło zupy szybko je rozmrozi) i zmiksować na gładką masę; dodawaj więcej, aż uzyska pożądaną gęstość. Na wierzch połóż szczypiorek i małą porcję creme fraiche, kwaśnej śmietany lub jogurtu greckiego.","Zupa ze szparagami i grochówką: prawdziwa wygoda Jedzenie wymaga około <b>20 minut</b> od początku do końca. Obserwujesz swoją sylwetkę? Ten bezglutenowy, bezmleczny, paleolityczny i wegetariański przepis zawiera <b>217 kalorii</b>, <b>11 g białka</b> i <b>8 g tłuszczu</b> na porcję. Ten przepis służy 2 osobom. Za <b>1,78 USD za porcję</b> ten przepis <b>pokrywa 25%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Dzięki temu przepisowi <b>Jesień</b> będzie jeszcze bardziej wyjątkowa. Świetnie sprawdza się jako","[{""name"": ""szparagi"", ""unit"": ""opakowanie"", ""amount"": 1}, {""name"": ""oliwa z oliwek extra virgin"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""czosnek"", ""unit"": ""ząbki"", ""amount"": 2}, {""name"": ""cebula"", ""unit"": """", ""amount"": 0.5}, {""name"": ""groszek"", ""unit"": ""g"", ""amount"": 290}, {""name"": ""bulion warzywny"", ""unit"": ""pudełko"", ""amount"": 1}]",Międzynarodowa,True,"[""appetizer"",""vegan"",""paleolithic"",""gluten free"",""antipasti"",""lacto ovo vegetarian"",""snack"",""dairy free"",""antipasto"",""soup"",""starter"",""hor d'oeuvre"",""primal""]",,,20,https://img.spoonacular.com/recipes/716406-312x231.jpg,"['oliwa z oliwek extra virgin', 'cebula', 'groszek', 'szparagi', 'czosnek', 'bulion warzywny']"
37,Jarmuż Czosnkowy,"1. Rozgrzej oliwę z oliwek w dużym garnku na średnim ogniu.
2. Dodaj jarmuż i przykryj. Mieszaj od czasu do czasu, aż objętość jarmużu zmniejszy się o połowę. Odkryć.
3. Dodaj czosnek i bazylia. Gotuj przez kolejne 30 sekund, dobrze mieszając, aby czosnek i ocet dobrze się rozprowadziły.
4. Podawać gorące.","Jarmuż czosnkowy wymaga około <b>45 minut</b> od początku do końca. Ta przystawka zawiera <b>170 kalorii</b>, <b>2 g białka</b> i <b>15 g tłuszczu</b> na porcję. Ten przepis służy 2 osobom. Za <b>69 centów za porcję</b> ten przepis <b>pokrywa 17%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Ten przepis przygotowało 19 osób i zrobiłoby to jeszcze raz. Ten przepis z Foodista wymaga octu balsamicznego, czosnku, jarmużu kędzierzawego i oliwy z oliwek. Jest to dobra opcja, jeśli podążasz za <","[{""name"": ""ocet balsamiczny"", ""unit"": ""łyżki"", ""amount"": 3}, {""name"": ""czosnek"", ""unit"": ""ząbek"", ""amount"": 1}, {""name"": ""jarmuż"", ""unit"": ""pęczek"", ""amount"": 1}, {""name"": ""oliwa z oliwek"", ""unit"": ""porcje"", ""amount"": 2}]",Międzynarodowa,True,"[""vegan"",""side dish"",""paleolithic"",""gluten free"",""lacto ovo vegetarian"",""dairy free"",""whole 30"",""primal""]",,,45,https://img.spoonacular.com/recipes/644387-312x231.jpg,"['oliwa z oliwek', 'jarmuż', 'ocet balsamiczny', 'czosnek']"
38,Jambalaya z czerwonej fasoli,"1. Osobno opłucz fasolę i brązowy ryż. Fasolę zalać wodą i moczyć przez 8 godzin lub przez noc. W osobnej misce zalej brązowy ryż wodą i mocz przez 8 godzin lub przez noc.
2. Fasolę odcedź i opłucz, następnie przełóż do średniego rondla i zalej świeżą wodą. Doprowadzić do wrzenia, zmniejszyć ogień do średniego, przykryć i gotować na wolnym ogniu przez 1 godzinę lub do momentu, aż będzie miękkie, ale nie rozpadające się.
3. Odcedzić i odstawić.
4. Rozgrzej olej w dużym rondlu na średnim ogniu. Gdy się zarumieni, dodaj cebulę i smaż przez 5 minut. Teraz dodaj czosnek, marchewkę, seler i fasolkę szparagową i mieszaj przez kolejne 5 minut. Następnie dodaj pomidory, czerwoną paprykę, bakłażana, szałwię, tymianek, majeranek i nasiona selera i mieszaj jeszcze przez kilka minut.
5. Dolać bulion warzywny, płynny dym, ryż i ugotowaną fasolę. Doprowadzić do wrzenia, zmniejszyć ogień do średniego, przykryć i gotować, mieszając od czasu do czasu, przez 45 minut lub do momentu, aż ryż będzie miękki.
6. Jeśli gulasz będzie zbyt suchy, w razie potrzeby dolej wody. Dopraw srirachą, solą i pieprzem oraz dopraw do smaku, dodaj więcej płynnego dymu, srirachy, soli, pieprzu lub ziół według uznania.","Jambalayan z czerwonej fasoli to danie główne dla 6 osób. Jedna porcja tego dania zawiera około <b>18 g białka</b>, <b>6 g tłuszczu</b> i łącznie <b>393 kalorie</b>. Za <b>1,68 USD za porcję</b> ten przepis <b>pokrywa 33%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. 53 osoby były zadowolone, że wypróbowały ten przepis. Mieszanka bulionu warzywnego, pomidorów, cebuli i kilku innych składników wystarczy, aby ten przepis był tak aromatyczny. Jest to dobra opcja, jeśli","[{""name"": ""brązowy ryż"", ""unit"": ""g"", ""amount"": 390}, {""name"": ""marchewki"", ""unit"": ""średnia sztuka"", ""amount"": 2}, {""name"": ""seler"", ""unit"": ""łodygi"", ""amount"": 2}, {""name"": ""nasiona selera"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""fasola nerkowa"", ""unit"": ""g"", ""amount"": 368}, {""name"": ""majeranek"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""tymianek"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""bakłażan"", ""unit"": ""średnia sztuka"", ""amount"": 1}, {""name"": ""czosnek"", ""unit"": ""ząbki"", ""amount"": 2}, {""name"": ""zielona fasola"", ""unit"": ""garście"", ""amount"": 3}, {""name"": ""mielony pieprz"", ""unit"": ""porcje"", ""amount"": 6}, {""name"": ""mielona szałwia"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""płynny dym"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""oliwa z oliwek"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""papryka"", ""unit"": """", ""amount"": 1}, {""name"": ""cebula"", ""unit"": ""mała sztuka"", ""amount"": 1}, {""name"": ""sól morska"", ""unit"": ""łyżeczki"", ""amount"": 1.5}, {""name"": ""sriracha"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""pomidory"", ""unit"": ""średnia sztuka"", ""amount"": 2}, {""name"": ""wywar warzywny"", ""unit"": ""ml"", ""amount"": 705}]",Cajun,True,"[""dinner"",""main dish"",""vegan"",""gluten free"",""main course"",""lacto ovo vegetarian"",""dairy free"",""lunch""]",,,45,https://img.spoonacular.com/recipes/782601-312x231.jpg,"['seler', 'fasola nerkowa', 'czosnek', 'marchewki', 'bakłażan', 'cebula', 'zielona fasola', 'oliwa z oliwek', 'sriracha', 'majeranek', 'wywar warzywny', 'tymianek', 'mielona szałwia', 'mielony pieprz', 'sól morska', 'papryka', 'brązowy ryż', 'pomidory', 'nasiona selera', 'płynny dym']"
39,"Kalafior, brązowy ryż i smażony ryż warzywny","1. Usuń twardą łodygę kalafiora i zachowaj ją do innego użytku. Używając robota kuchennego, pulsuj różyczkami kalafiora, aż będą przypominały ryż lub kuskus. Powinieneś otrzymać około czterech filiżanek „ryżu kalafiorowego”.
2. Rozgrzej 1 T masła i 1 T oleju na dużej patelni na średnim ogniu.
3. Dodaj czosnek oraz białe i jasnozielone kawałki szalotki. Smaż około minuty.
4. Dodaj kalafior na patelnię. Mieszaj, aż pokryje się olejem, następnie rozłóż na patelni i odstaw; chcesz, żeby trochę podgotowała i skarmelizowała (trochę się zarumieniła), co wydobędzie słodycz. Po kilku minutach wymieszać i ponownie rozprowadzić.
5. Dodaj zimny ryż (łatwo się oddziela, więc nie zbryla się podczas gotowania) oraz dodatkowo pestki winogron i olej kokosowy lub masło. Podnieś temperaturę do średnio-wysokiej. Całość mieszamy i ponownie rozprowadzamy masę po całej patelni i lekko dociskamy do dna.
6. Odstaw na około dwie minuty, aby ryż się przyrumienił i był trochę chrupiący.
7. Dodać groszek i brokuły i ponownie wymieszać.
8. Skrop ryż sosem sojowym i prażonym olejem sezamowym. Gotuj przez kolejną minutę i wyłącz ogień.
9. Dodaj posiekane szczyty cebuli i wymieszaj. Lubię prażyć nasiona sezamu na suchej patelni; Posypuję nimi i odrobiną surowej, posiekanej cebuli wierzch ryżu, aby dodać smaku i chrupkości. Dopraw do smaku solą i, jeśli chcesz, większą ilością sosu sojowego. Pamiętaj, że jeśli podajesz to z czymś słonym i pikantnym (np. kurczakiem teriyaki), możesz wstrzymać się z dodawaniem zbyt dużej ilości soli do smażonego ryżu.","Przepis na kalafior, brązowy ryż i smażony ryż z warzywami jest gotowy <b>w około 30 minut</b> i jest zdecydowanie świetną opcją <b>bezglutenową, bezmleczną, lakto ovo wegetariańską i wegańską</b> dla miłośników chińskiej kuchni. Z tego przepisu wychodzi 8 porcji zawierających <b>248 kalorii</b>, <b>7 g białka</b> i <b>13 g tłuszczu</b> każda. Za <b>1,19 USD za porcję</b> ten przepis <b>pokrywa 19%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Świetnie sprawdza się jako hor d'oeuvre. Zrobiło to 3689 osób","[{""name"": ""olej z pestek winogron"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""olej kokosowy"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""szalotki"", ""unit"": """", ""amount"": 7}, {""name"": ""czosnek"", ""unit"": ""ząbki"", ""amount"": 5}, {""name"": ""kalafior"", ""unit"": ""główka"", ""amount"": 1}, {""name"": ""brązowy ryż"", ""unit"": ""g"", ""amount"": 585}, {""name"": ""brokuł"", ""unit"": ""g"", ""amount"": 176}, {""name"": ""groszek"", ""unit"": ""g"", ""amount"": 145}, {""name"": ""sos sojowy"", ""unit"": ""łyżki"", ""amount"": 3}, {""name"": ""olej sezamowy"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""nasiona sezamu"", ""unit"": ""porcje"", ""amount"": 8}, {""name"": ""szczypiorek"", ""unit"": ""porcje"", ""amount"": 8}, {""name"": ""sól"", ""unit"": ""porcje"", ""amount"": 8}]",chiński,True,"[""appetizer"",""vegan"",""side dish"",""gluten free"",""antipasti"",""lacto ovo vegetarian"",""snack"",""dairy free"",""antipasto"",""starter"",""hor d'oeuvre""]",,,30,https://img.spoonacular.com/recipes/716426-312x231.jpg,"['szalotki', 'brokuł', 'olej sezamowy', 'sos sojowy', 'nasiona sezamu', 'szczypiorek', 'kalafior', 'sól', 'olej z pestek winogron', 'czosnek', 'groszek', 'olej kokosowy', 'brązowy ryż']"
40,Sałatka z komosy ryżowej i ciecierzycy z suszonymi pomidorami i suszonymi wiśniami,"1. Komosę ryżową opłukać i namoczyć na 8 godzin lub na noc w 2 szklankach wody. Ciecierzycę opłucz i namocz na 8 godzin lub na noc w kilkucentymetrowej wodzie. Ciecierzycę przepłucz i przełóż do małego rondla. Zalać świeżą wodą i doprowadzić do wrzenia. Zmniejsz ogień do średniego, przykryj i gotuj na wolnym ogniu przez 1 godzinę lub do momentu, aż ciecierzyca będzie miękka. W czasie gotowania ciecierzycy namocz suszone pomidory w gorącej wodzie na 30 minut, następnie odcedź i posiekaj. W międzyczasie w średnim rondlu zagotuj quinoę. Zmniejsz ogień do najniższego poziomu, przykryj i gotuj na wolnym ogniu przez 15 minut lub do momentu, aż woda zostanie wchłonięta.
2. Zdejmij z ognia i odczekaj 5 minut, a następnie puchnij widelcem. W międzyczasie praż orzechy nerkowca na suchej, nienatłuszczonej patelni lub rondlu na średnio-małym ogniu, często mieszając lub mieszając, przez 10 minut, aż się zrumienią.
3. Do dużej miski przełóż ciecierzycę, komosę ryżową, suszone pomidory, orzechy nerkowca i suszone wiśnie.
4. Składniki sosu wymieszać i polać sałatkę. Mieszaj do połączenia i podawaj w temperaturze pokojowej lub schłodzone.","Potrzebujesz <b>bezglutenowego, bezmlecznego i wegetariańskiego dodatku</b>? Sałatka z komosy ryżowej i ciecierzycy z suszonymi pomidorami i suszonymi wiśniami może być niesamowitym przepisem do wypróbowania. Ten przepis jest przeznaczony dla 6 osób i kosztuje 1,87 USD za porcję. Jedna porcja zawiera <b>539 kalorii</b>, <b>21 g białka</b> i <b>15 g tłuszczu</b>. 34 osoby przygotowały ten przepis i zrobiłyby go jeszcze raz. Udaj się do sklepu i kup miód, sok pomarańczowy, ciecierzycę i kilka innych rzeczy, które przygotujesz dzisiaj. Od przygotowania do talerza","[{""name"": ""orzechy nerkowca"", ""unit"": ""g"", ""amount"": 43}, {""name"": ""suszone wiśnie"", ""unit"": ""g"", ""amount"": 40.404}, {""name"": ""suszona ciecierzyca"", ""unit"": ""g"", ""amount"": 300}, {""name"": ""suszony tymianek"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""mielony kminek"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""miód"", ""unit"": ""łyżki"", ""amount"": 1.5}, {""name"": ""sok pomarańczowy"", ""unit"": """", ""amount"": 1}, {""name"": ""oliwa z oliwek"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""komosa ryżowa"", ""unit"": ""g"", ""amount"": 340}, {""name"": ""czerwony ocet winny"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""sól morska"", ""unit"": ""porcje"", ""amount"": 6}, {""name"": ""suszone pomidory"", ""unit"": ""g"", ""amount"": 55}, {""name"": ""kurkuma"", ""unit"": ""łyżeczki"", ""amount"": 0.5}]",Międzynarodowa,False,"[""dinner"",""main dish"",""gluten free"",""main course"",""lacto ovo vegetarian"",""dairy free"",""lunch""]",,,45,https://img.spoonacular.com/recipes/716004-312x231.jpg,"['oliwa z oliwek', 'suszony tymianek', 'orzechy nerkowca', 'suszone pomidory', 'kurkuma', 'miód', 'sok pomarańczowy', 'suszone wiśnie', 'czerwony ocet winny', 'sól morska', 'suszona ciecierzyca', 'komosa ryżowa', 'mielony kminek']"
41,Łatwy domowy ryż i fasola,"1. Rozgrzej oliwę z oliwek w dużym garnku na średnim ogniu.
2. Dodaj cebulę i smaż do miękkości lub przez około 5 minut.
3. Dodać wszystkie pozostałe składniki i wymieszać. Zwiększ ogień do średniego i doprowadź do wrzenia. Przykryj i zmniejsz ogień do średniego, aby mieszanina się zagotowała. Gotuj przez 15-20 minut lub do momentu, aż ryż będzie puszysty i wchłonie płyn.*
4. Podawać z salsą, serem i kwaśną śmietaną.","Łatwy domowy ryż i fasola to danie główne dla 2 osób. Jedna porcja zawiera <b>446 kalorii</b>, <b>19 g białka</b> i <b>4 g tłuszczu</b>. Za <b>1,06 USD za porcję</b> ten przepis <b>pokrywa 26%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Mieszanka opcjonalnie: ostrego sosu, pomidorów z puszki, wody i kilku innych składników wystarczy, aby ten przepis był tak pyszny. Ten przepis z Cooking2perfection.blogspot.com ma 471 fanów. Jest to dobra opcja, jeśli jesteś fol","[{""name"": ""czarna fasola"", ""unit"": ""g"", ""amount"": 425.243}, {""name"": ""pomidory z puszki"", ""unit"": ""g"", ""amount"": 283.495}, {""name"": ""chili w proszku"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""kminek"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""mielony pieprz"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""ostry sos"", ""unit"": ""szczypty"", ""amount"": 4}, {""name"": ""oliwa z oliwek"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""cebula"", ""unit"": ""g"", ""amount"": 40}, {""name"": ""ryż"", ""unit"": ""g"", ""amount"": 92.5}, {""name"": ""woda"", ""unit"": ""łyżki"", ""amount"": 3}]",Międzynarodowa,True,"[""dinner"",""main dish"",""vegan"",""side dish"",""gluten free"",""main course"",""lacto ovo vegetarian"",""dairy free"",""lunch""]",,,35,https://img.spoonacular.com/recipes/716627-312x231.jpg,"['oliwa z oliwek', 'ryż', 'chili w proszku', 'ostry sos', 'mielony pieprz', 'pomidory z puszki', 'woda', 'cebula', 'kminek', 'czarna fasola']"
42,Toskańska zupa z białej fasoli z oliwą z oliwek i rozmarynem,"1. Dokładnie opłucz fasolę i włóż ją do wolnowaru o pojemności 7 litrów wraz z wodą, cebulą, czosnkiem i liściem laurowym. Przykryj i gotuj na poziomie LOW przez około 8 godzin lub do momentu, aż fasola będzie ładna i miękka.
2. Usuń liść laurowy. Używając ręcznego blendera zanurzeniowego, zmiksuj pozostałe składniki na pożądaną konsystencję.
3. Dodać sól do smaku. Rozlać zupę do misek.
4. Skropić oliwą, posypać rozmarynem i podawać.","Toskańska zupa z białej fasoli z oliwą z oliwek i rozmarynem to <b>bezglutenowy, bezmleczny, lakto ovo wegetariański i wegański przepis na 6 porcji. To danie główne ma <b>242 kalorie</b>, <b>16 g białka</b> i <b>1 g tłuszczu</b> na porcję. Za <b>50 centów za porcję</b> ten przepis <b>pokrywa 19%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Będzie hitem na Twojej <b>jesiennej</b> imprezie. 22 osoby uznały ten przepis za smaczny i satysfakcjonujący. Udaj się do sklepu i kup oliwę z oliwek","[{""name"": ""liść laurowy"", ""unit"": """", ""amount"": 1}, {""name"": ""rozmaryn"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""czosnek"", ""unit"": ""ząbki"", ""amount"": 6}, {""name"": ""oliwa z oliwek"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""cebula"", ""unit"": ""średnia sztuka"", ""amount"": 1}, {""name"": ""sól"", ""unit"": ""porcje"", ""amount"": 6}, {""name"": ""woda"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""fasola"", ""unit"": ""g"", ""amount"": 404}]",Międzynarodowa,True,"[""dinner"",""main dish"",""vegan"",""gluten free"",""main course"",""lacto ovo vegetarian"",""dairy free"",""soup"",""lunch""]",,,45,https://img.spoonacular.com/recipes/664147-312x231.jpg,"['oliwa z oliwek', 'rozmaryn', 'fasola', 'liść laurowy', 'sól', 'woda', 'cebula', 'czosnek']"
43,Chrupiąca przystawka z brukselki,"1. Brukselkę blanszować we wrzącej wodzie przez 6-8 minut lub w kuchence mikrofalowej w niewielkiej ilości wody przez około 4 minuty.
2. Odcedź.
3. Smaż brukselkę, ciągle mieszając, aż nabierze złotobrązowego koloru. W międzyczasie wymieszaj ocet, musztardę, miód i oliwę z oliwek.
4. Do kiełków dodać orzechy włoskie, wymieszać i połączyć.
5. Kiełki polej dressingiem octowym, dopraw pieprzem.
6. Mieszamy i łączymy tak, aby każda kiełka była pokryta dressingiem.
7. Podawać na ciepło lub na zimno jako dodatek.","Przepis na chrupiącą przystawkę z brukselki można przygotować <b>w około 30 minut</b>. Za <b>1,69 USD za porcję</b> otrzymasz dodatek na 4 osoby. Jedna porcja zawiera <b>232 kalorie</b>, <b>8 g białka</b> i <b>16 g tłuszczu</b>. Ten przepis polubiło 26 smakoszy i kucharzy. Jest dostarczany przez Foodista. Mieszanka octu winnego, orzechów włoskich, musztardy dijon i kilku innych składników wystarczy, aby przepis był tak pyszny. Jest to dobra opcja, jeśli podążasz za <b>","[{""name"": ""pieprz"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""brukselka"", ""unit"": ""g"", ""amount"": 800}, {""name"": ""musztarda dijon"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""miód"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""oliwa z oliwek"", ""unit"": ""łyżki"", ""amount"": 3}, {""name"": ""czerwony ocet winny"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""orzechy włoskie"", ""unit"": ""g"", ""amount"": 29.25}]",Międzynarodowa,True,"[""side dish"",""paleolithic"",""gluten free"",""lacto ovo vegetarian"",""dairy free"",""primal""]",,,30,https://img.spoonacular.com/recipes/640941-312x231.jpg,"['oliwa z oliwek', 'miód', 'musztarda dijon', 'czerwony ocet winny', 'pieprz', 'brukselka', 'orzechy włoskie']"
44,Broccolini Quinoa Pilaw,"1. Na dużej patelni z pokrywką rozgrzej oliwę z oliwek na średnim ogniu.
2. Dodaj cebulę i smaż przez 1 minutę.
3. Dodaj czosnek i smaż, aż cebula będzie przezroczysta, a czosnek zacznie pachnieć.
4. Dodaj komosę ryżową na patelnię, wymieszaj. Powoli dodawaj bulion i doprowadzaj do wrzenia. Przykryj i zmniejsz ogień do małego, gotuj przez 15 minut. Na ostatnich 2-3 minutach gotowania dodaj brokuły na wierzch komosy ryżowej (nie mieszaj) i przykryj. Odkryj i wymieszaj brokuły i komosę ryżową. Dopraw do smaku solą i pieprzem.
5. Dodaj orzechy włoskie i podawaj na gorąco.","Broccolini Quinoa Pilaf wymaga około <b>30 minut</b> od początku do końca. Za <b>4,14 USD za porcję</b> otrzymujesz danie główne dla 2 osób. Jedna porcja tego dania zawiera około <b>20 g białka</b>, <b>31 g tłuszczu</b> i łącznie <b>625 kalorii</b>. Udaj się do sklepu i kup bulion warzywny, cebulę, oliwę z oliwek i kilka innych rzeczy, które przygotujesz dzisiaj. Kilka osób przygotowało ten przepis, a 94 stwierdziły, że był strzałem w dziesiątkę. Jest to <b>dość drogi</b> przepis dla fanów Medit","[{""name"": ""brokuły"", ""unit"": ""pęczek"", ""amount"": 1}, {""name"": ""ząbek czosnku"", ""unit"": """", ""amount"": 1}, {""name"": ""oliwa z oliwek"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""cebula"", ""unit"": ""g"", ""amount"": 80}, {""name"": ""komosa ryżowa"", ""unit"": ""g"", ""amount"": 170}, {""name"": ""bulion warzywny"", ""unit"": ""ml"", ""amount"": 470}, {""name"": ""orzechy włoskie"", ""unit"": ""g"", ""amount"": 56.699}]",śródziemnomorski,True,"[""dinner"",""main dish"",""vegan"",""side dish"",""gluten free"",""main course"",""lacto ovo vegetarian"",""dairy free"",""lunch""]",,,30,https://img.spoonacular.com/recipes/715769-312x231.jpg,"['oliwa z oliwek', 'komosa ryżowa', 'cebula', 'brokuły', 'ząbek czosnku', 'bulion warzywny', 'orzechy włoskie']"
45,Farro Z Pieczarkami I Szparagami,"1. W małej misce zalej suszone grzyby ciepłą wodą.  Moczyć przez 25 minut lub do momentu, aż zmięknie.
2. Odcedź grzyby i wylej wodę, w której się moczyły.  Drobno posiekaj. Zagotuj w dużym garnku wodę.
3. Dodaj farro i gotuj przez 10 minut, od czasu do czasu mieszając.
4. Odcedź i zachowaj. Na dużej patelni, na średnim ogniu rozgrzej oliwę z oliwek, dodaj cebulę, czosnek, tymianek i grzyby. Gotuj, mieszając od czasu do czasu, przez 5 minut lub do momentu, aż cebula będzie miękka. Dodaj 2 łyżki octu sherry i kontynuuj smażenie przez 1 minutę.
5. Dodaj bulion z kurczaka i zagotuj. Dodaj farro i ponownie zagotuj. Zmniejsz ogień do wrzenia i przykryj szczelnie przylegającą pokrywką.  Gotuj przez 10 minut.
6. Dodaj szparagi i gotuj pod przykryciem przez dodatkowe 10 minut. Dopraw 1 łyżką octu sherry, solą i pieprzem.","Farro Z Grzybami i Szparagami to przepis <b>bezmleczny i lakto ovo wegetariański</b> na 4 porcje. Jedna porcja zawiera <b>365 kalorii</b>, <b>12 g białka</b> i <b>9 g tłuszczu</b>. Za <b>3,94 USD za porcję</b> ten przepis <b>pokrywa 23%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Ten przepis polubiło 47 smakoszy i kucharzy. Od przygotowania do talerza ten przepis zajmuje około <b>1 godziny i 15 minut</b>. Świetnie sprawdza się jako dodatek do dań. Jeśli masz szparagi, czosnek,","[{""name"": ""szparagi"", ""unit"": ""pęczek"", ""amount"": 1}, {""name"": ""wywar z kurczaka"", ""unit"": ""ml"", ""amount"": 480}, {""name"": ""borowiki"", ""unit"": ""g"", ""amount"": 28.35}, {""name"": ""farro"", ""unit"": ""g"", ""amount"": 226.796}, {""name"": ""tymianek"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""czosnek"", ""unit"": ""ząbki"", ""amount"": 2}, {""name"": ""oliwa z oliwek"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""cebula"", ""unit"": ""średnia sztuka"", ""amount"": 1}, {""name"": ""sól i pieprz"", ""unit"": ""porcje"", ""amount"": 4}, {""name"": ""ocet sherry"", ""unit"": ""łyżki"", ""amount"": 3}]",Międzynarodowa,True,"[""lacto ovo vegetarian"",""dairy free"",""side dish""]",,,75,https://img.spoonacular.com/recipes/642605-312x231.jpg,"['oliwa z oliwek', 'sól i pieprz', 'farro', 'ocet sherry', 'borowiki', 'szparagi', 'czosnek', 'cebula', 'tymianek', 'wywar z kurczaka']"
